name,algorithm,is_depends,coin_url,github_link,miners,market_cap,volume,circulating_supply,emission
EtherChain,ASIC - Ethash,false,https://miningpoolstats.stream/etherchain,https://github.com/EtherchainETX/go-etherchain,4,,0 ,0,?
MoonCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/mooncoin,https://github.com/MooncoinCommunity/wallet,16,,0 ,229.58B,1719000 MOON
Note Blockchain,ASIC - Scrypt,false,https://miningpoolstats.stream/noteblockchain,https://github.com/NoteBlockchain/NoteBlockchain,2,,0 ,0,?
Shield,ASIC - Scrypt,true,https://miningpoolstats.stream/shield-scrypt,https://github.com/ShieldCoin/SHIELD,0,,0 ,512.97M / 752.52M (68.2%),?
KatKoyn,ASIC - Scrypt,true,https://miningpoolstats.stream/katkoyn,https://github.com/nyancoin-official/nyancoin-client,0,,0 ,340.73M / 337M (101.1%),?
Mincoin,ASIC - Scrypt,true,https://miningpoolstats.stream/mincoin,https://github.com/mincoin/mincoin,0,,0 ,10M / 10M (100.0%),?
Strayacoin,ASIC - Scrypt,true,https://miningpoolstats.stream/strayacoin,https://github.com/StrayaCoin/StrayaCoin-Core,0,,0 ,23.94M / 24.81M (96.5%),1722 NAH
SongCoin,ASIC - Scrypt,false,https://miningpoolstats.stream/songcoin,https://github.com/Songcoin/Songcoin,0,,0 ,65.73M,?
BADcoin,ASIC - Scrypt,true,https://miningpoolstats.stream/badcoin-scrypt,https://github.com/ScriptProdigy/Badcoin,0,,0 ,6.49B,?
Trollcoin,ASIC - Scrypt,false,https://miningpoolstats.stream/trollcoin,https://github.com/TrollCoin2/TrollCoin-2.0,1,,0 ,627.67M / 900M (69.7%),17090 TROLL
MelonHeads,ASIC - Scrypt,false,https://miningpoolstats.stream/melonheads,https://github.com/MelonousHeadous/MelonHeadsProtocol,0,,0 ,10.09M / 165M (6.1%),?
Zerozed,ASIC - Scrypt,true,https://miningpoolstats.stream/zerozed,https://github.com/ZerozedProject/zerozed,0,,0 ,22.19M / 25M (88.8%),12602 X0Z
NewEnglandCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/newenglandcoin,https://github.com/ShorelineCrypto/nengcoin,28,,0 ,71.52B / 84B (85.1%),8170000 NENG
Chaucha,ASIC - Scrypt,true,https://miningpoolstats.stream/chaucha,https://github.com/proyecto-chaucha/chauchera,2,,0 ,6.15M / 123.46M (5.0%),?
TheHolyRogerCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/theholyroger,https://github.com/TheHolyRogerCoin/TheHolyRogerCoin,4,,0 ,45.93M / 99M (46.4%),1000 ROGER
BitGem,ASIC - Scrypt,false,https://miningpoolstats.stream/bitgem,https://github.com/Crypto-Currency/bitgem,2,,0 ,81.92K,?
Kronecoin,ASIC - Scrypt,false,https://miningpoolstats.stream/kronecoin,https://github.com/Kronecoin/Kronecoin,0,,0 ,38.69M,?
Trinity,ASIC - Scrypt,false,https://miningpoolstats.stream/trinity-scrypt,https://github.com/5mil/Trinity,0,,0 ,0,?
Metal Music Coin,ASIC - Scrypt,false,https://miningpoolstats.stream/metalmusic,https://github.com/metalmusiccoin/MTLMCV3,0,,0 ,3.61 / 2.5B (0.0%),?
BarrelCrudeCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/barrelcrudecoin,https://github.com/BarrelCrudeCoin/BarrelCrudeCoin,2,,0 ,67.76K / 1.7M (4.0%),?
Defcoin,ASIC - Scrypt,true,https://miningpoolstats.stream/defcoin,https://github.com/NaH012/defcoin,0,,0 ,62.83M / 84M (74.8%),?
Versacoin,ASIC - Scrypt,true,https://miningpoolstats.stream/versacoin,https://github.com/versacoin/versacoin,1,,0 ,69.57M / 87.97M (79.1%),?
CryptoEscudo,ASIC - Scrypt,false,https://miningpoolstats.stream/cryptoescudo,,2,,,,
FireAnts,ASIC - Scrypt,true,https://miningpoolstats.stream/fireants,https://github.com/hgr3dsm/Fireants,5,,0 ,108.12M / 21T (0.0%),59200 ANTS
RonPaulCoin,ASIC - Scrypt,false,https://miningpoolstats.stream/ronpaulcoin,https://github.com/ronpaulcoin/ronpaulcoin,0,,0 ,1.52M / 2.1M (72.5%),107.5 RPC
TILTCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/tiltcoin,https://github.com/tiltcoinio/tilt,1,,0 ,11.43B,?
BunkerCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/bunkercoin,https://github.com/bunkercoin-project/bunkercoin,1,,0 ,0,?
TuboPay,ASIC - Scrypt,false,https://miningpoolstats.stream/tubopay,https://github.com/TuboPay/TUBOPAY-v1.0.1,3,,0 ,5.46M,?
PapiCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/papicoin,https://github.com/PapicoinProject/Papicoin,1,,0 ,47.7M,?
KatKoyn,ASIC - Scrypt,true,https://miningpoolstats.stream/katkoyn,https://github.com/nyancoin-official/nyancoin-client,0,,0 ,340.73M / 337M (101.1%),?
Mincoin,ASIC - Scrypt,true,https://miningpoolstats.stream/mincoin,https://github.com/mincoin/mincoin,0,,0 ,10M / 10M (100.0%),?
Strayacoin,ASIC - Scrypt,true,https://miningpoolstats.stream/strayacoin,https://github.com/StrayaCoin/StrayaCoin-Core,0,,0 ,23.94M / 24.81M (96.5%),1722 NAH
SongCoin,ASIC - Scrypt,false,https://miningpoolstats.stream/songcoin,https://github.com/Songcoin/Songcoin,0,,0 ,65.73M,?
BADcoin,ASIC - Scrypt,true,https://miningpoolstats.stream/badcoin-scrypt,https://github.com/ScriptProdigy/Badcoin,0,,0 ,6.49B,?
Trollcoin,ASIC - Scrypt,false,https://miningpoolstats.stream/trollcoin,https://github.com/TrollCoin2/TrollCoin-2.0,1,,0 ,627.67M / 900M (69.7%),17090 TROLL
MelonHeads,ASIC - Scrypt,false,https://miningpoolstats.stream/melonheads,https://github.com/MelonousHeadous/MelonHeadsProtocol,0,,0 ,10.09M / 165M (6.1%),?
Zerozed,ASIC - Scrypt,true,https://miningpoolstats.stream/zerozed,https://github.com/ZerozedProject/zerozed,0,,0 ,22.19M / 25M (88.8%),12602 X0Z
NewEnglandCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/newenglandcoin,https://github.com/ShorelineCrypto/nengcoin,28,,0 ,71.52B / 84B (85.1%),8170000 NENG
Chaucha,ASIC - Scrypt,true,https://miningpoolstats.stream/chaucha,https://github.com/proyecto-chaucha/chauchera,2,,0 ,6.15M / 123.46M (5.0%),?
TheHolyRogerCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/theholyroger,https://github.com/TheHolyRogerCoin/TheHolyRogerCoin,4,,0 ,45.93M / 99M (46.4%),1000 ROGER
BitGem,ASIC - Scrypt,false,https://miningpoolstats.stream/bitgem,https://github.com/Crypto-Currency/bitgem,2,,0 ,81.92K,?
Kronecoin,ASIC - Scrypt,false,https://miningpoolstats.stream/kronecoin,https://github.com/Kronecoin/Kronecoin,0,,0 ,38.69M,?
Trinity,ASIC - Scrypt,false,https://miningpoolstats.stream/trinity-scrypt,https://github.com/5mil/Trinity,0,,0 ,0,?
Metal Music Coin,ASIC - Scrypt,false,https://miningpoolstats.stream/metalmusic,https://github.com/metalmusiccoin/MTLMCV3,0,,0 ,3.61 / 2.5B (0.0%),?
BarrelCrudeCoin,ASIC - Scrypt,false,https://miningpoolstats.stream/barrelcrudecoin,https://github.com/BarrelCrudeCoin/BarrelCrudeCoin,2,,0 ,67.76K / 1.7M (4.0%),?
Defcoin,ASIC - Scrypt,true,https://miningpoolstats.stream/defcoin,https://github.com/NaH012/defcoin,0,,0 ,62.83M / 84M (74.8%),?
Versacoin,ASIC - Scrypt,true,https://miningpoolstats.stream/versacoin,https://github.com/versacoin/versacoin,1,,0 ,69.57M / 87.97M (79.1%),?
CryptoEscudo,ASIC - Scrypt,false,https://miningpoolstats.stream/cryptoescudo,,2,,,,
FireAnts,Scrypt,false,,,,,,,
RonPaulCoin,ASIC - Scrypt,false,https://miningpoolstats.stream/ronpaulcoin,https://github.com/ronpaulcoin/ronpaulcoin,0,,0 ,1.52M / 2.1M (72.5%),109 RPC
TILTCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/tiltcoin,https://github.com/tiltcoinio/tilt,1,,0 ,11.43B,?
BunkerCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/bunkercoin,https://github.com/bunkercoin-project/bunkercoin,1,,0 ,0,?
TuboPay,ASIC - Scrypt,false,https://miningpoolstats.stream/tubopay,https://github.com/TuboPay/TUBOPAY-v1.0.1,3,,0 ,5.46M,?
PapiCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/papicoin,https://github.com/PapicoinProject/Papicoin,1,,0 ,47.7M,?
KatKoyn,ASIC - Scrypt,true,https://miningpoolstats.stream/katkoyn,https://github.com/nyancoin-official/nyancoin-client,0,,0 ,340.73M / 337M (101.1%),?
Mincoin,ASIC - Scrypt,true,https://miningpoolstats.stream/mincoin,https://github.com/mincoin/mincoin,0,,0 ,10M / 10M (100.0%),?
Strayacoin,ASIC - Scrypt,true,https://miningpoolstats.stream/strayacoin,https://github.com/StrayaCoin/StrayaCoin-Core,0,,0 ,23.94M / 24.81M (96.5%),1719 NAH
SongCoin,ASIC - Scrypt,false,https://miningpoolstats.stream/songcoin,https://github.com/Songcoin/Songcoin,0,,,65.73M,?
BADcoin,ASIC - Scrypt,true,https://miningpoolstats.stream/badcoin-scrypt,https://github.com/ScriptProdigy/Badcoin,0,,0 ,6.49B,?
Trollcoin,ASIC - Scrypt,false,https://miningpoolstats.stream/trollcoin,https://github.com/TrollCoin2/TrollCoin-2.0,1,,0 ,627.67M / 900M (69.7%),16656 TROLL
MelonHeads,ASIC - Scrypt,false,https://miningpoolstats.stream/melonheads,https://github.com/MelonousHeadous/MelonHeadsProtocol,0,,0 ,10.09M / 165M (6.1%),?
Zerozed,ASIC - Scrypt,true,https://miningpoolstats.stream/zerozed,https://github.com/ZerozedProject/zerozed,0,,0 ,22.19M / 25M (88.8%),13033 X0Z
NewEnglandCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/newenglandcoin,https://github.com/ShorelineCrypto/nengcoin,29,,0 ,71.52B / 84B (85.1%),8445000 NENG
Chaucha,ASIC - Scrypt,true,https://miningpoolstats.stream/chaucha,https://github.com/proyecto-chaucha/chauchera,2,,0 ,6.15M / 123.46M (5.0%),?
TheHolyRogerCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/theholyroger,https://github.com/TheHolyRogerCoin/TheHolyRogerCoin,4,,0 ,45.93M / 99M (46.4%),1050 ROGER
BitGem,ASIC - Scrypt,false,https://miningpoolstats.stream/bitgem,https://github.com/Crypto-Currency/bitgem,2,,0 ,81.92K,?
Kronecoin,ASIC - Scrypt,false,https://miningpoolstats.stream/kronecoin,https://github.com/Kronecoin/Kronecoin,0,,0 ,38.69M,?
Trinity,ASIC - Scrypt,false,https://miningpoolstats.stream/trinity-scrypt,https://github.com/5mil/Trinity,0,,0 ,0,?
Metal Music Coin,ASIC - Scrypt,false,https://miningpoolstats.stream/metalmusic,https://github.com/metalmusiccoin/MTLMCV3,0,,0 ,3.61 / 2.5B (0.0%),?
BarrelCrudeCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/barrelcrudecoin,https://github.com/BarrelCrudeCoin/BarrelCrudeCoin,2,,0 ,67.76K / 1.7M (4.0%),?
Defcoin,ASIC - Scrypt,true,https://miningpoolstats.stream/defcoin,https://github.com/NaH012/defcoin,0,,0 ,62.83M / 84M (74.8%),?
Versacoin,ASIC - Scrypt,true,https://miningpoolstats.stream/versacoin,https://github.com/versacoin/versacoin,1,,0 ,69.57M / 87.97M (79.1%),?
CryptoEscudo,ASIC - Scrypt,false,https://miningpoolstats.stream/cryptoescudo,,2,,,,
FireAnts,ASIC - Scrypt,true,https://miningpoolstats.stream/fireants,https://github.com/hgr3dsm/Fireants,5,,0 ,108.13M / 21T (0.0%),58800 ANTS
RonPaulCoin,ASIC - Scrypt,false,https://miningpoolstats.stream/ronpaulcoin,https://github.com/ronpaulcoin/ronpaulcoin,0,,0 ,1.52M / 2.1M (72.5%),109 RPC
TILTCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/tiltcoin,https://github.com/tiltcoinio/tilt,1,,0 ,11.43B,?
BunkerCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/bunkercoin,https://github.com/bunkercoin-project/bunkercoin,1,,0 ,0,?
TuboPay,ASIC - Scrypt,false,https://miningpoolstats.stream/tubopay,https://github.com/TuboPay/TUBOPAY-v1.0.1,3,,0 ,5.46M,?
PapiCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/papicoin,https://github.com/PapicoinProject/Papicoin,1,,0 ,47.7M,?
KatKoyn,ASIC - Scrypt,true,https://miningpoolstats.stream/katkoyn,https://github.com/nyancoin-official/nyancoin-client,0,,0 ,340.73M / 337M (101.1%),?
Mincoin,ASIC - Scrypt,true,https://miningpoolstats.stream/mincoin,https://github.com/mincoin/mincoin,0,,0 ,10M / 10M (100.0%),?
Strayacoin,ASIC - Scrypt,true,https://miningpoolstats.stream/strayacoin,https://github.com/StrayaCoin/StrayaCoin-Core,0,,0 ,23.94M / 24.81M (96.5%),1719 NAH
SongCoin,ASIC - Scrypt,false,https://miningpoolstats.stream/songcoin,https://github.com/Songcoin/Songcoin,0,,0 ,65.73M,?
BADcoin,ASIC - Scrypt,true,https://miningpoolstats.stream/badcoin-scrypt,https://github.com/ScriptProdigy/Badcoin,0,,0 ,6.49B,?
Trollcoin,ASIC - Scrypt,false,https://miningpoolstats.stream/trollcoin,https://github.com/TrollCoin2/TrollCoin-2.0,0,,0 ,627.67M / 900M (69.7%),16656 TROLL
MelonHeads,ASIC - Scrypt,false,https://miningpoolstats.stream/melonheads,https://github.com/MelonousHeadous/MelonHeadsProtocol,0,,0 ,10.09M / 165M (6.1%),?
Zerozed,ASIC - Scrypt,true,https://miningpoolstats.stream/zerozed,https://github.com/ZerozedProject/zerozed,0,,0 ,22.19M / 25M (88.8%),13033 X0Z
NewEnglandCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/newenglandcoin,https://github.com/ShorelineCrypto/nengcoin,24,,0 ,71.52B / 84B (85.1%),8445000 NENG
Chaucha,ASIC - Scrypt,true,https://miningpoolstats.stream/chaucha,https://github.com/proyecto-chaucha/chauchera,2,,,6.15M / 123.46M (5.0%),?
TheHolyRogerCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/theholyroger,https://github.com/TheHolyRogerCoin/TheHolyRogerCoin,4,,0 ,45.93M / 99M (46.4%),1050 ROGER
BitGem,ASIC - Scrypt,false,https://miningpoolstats.stream/bitgem,https://github.com/Crypto-Currency/bitgem,2,,0 ,81.92K,?
Kronecoin,ASIC - Scrypt,false,https://miningpoolstats.stream/kronecoin,https://github.com/Kronecoin/Kronecoin,0,,0 ,38.69M,?
Trinity,ASIC - Scrypt,false,https://miningpoolstats.stream/trinity-scrypt,https://github.com/5mil/Trinity,0,,0 ,0,?
Metal Music Coin,ASIC - Scrypt,false,https://miningpoolstats.stream/metalmusic,https://github.com/metalmusiccoin/MTLMCV3,0,,0 ,3.61 / 2.5B (0.0%),?
BarrelCrudeCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/barrelcrudecoin,https://github.com/BarrelCrudeCoin/BarrelCrudeCoin,2,,0 ,67.76K / 1.7M (4.0%),?
Defcoin,ASIC - Scrypt,true,https://miningpoolstats.stream/defcoin,https://github.com/NaH012/defcoin,0,,0 ,62.83M / 84M (74.8%),?
Versacoin,ASIC - Scrypt,true,https://miningpoolstats.stream/versacoin,https://github.com/versacoin/versacoin,1,,0 ,69.57M / 87.97M (79.1%),?
CryptoEscudo,ASIC - Scrypt,false,https://miningpoolstats.stream/cryptoescudo,,2,,,,
FireAnts,ASIC - Scrypt,true,https://miningpoolstats.stream/fireants,https://github.com/hgr3dsm/Fireants,5,,0 ,108.13M / 21T (0.0%),58800 ANTS
RonPaulCoin,ASIC - Scrypt,false,https://miningpoolstats.stream/ronpaulcoin,https://github.com/ronpaulcoin/ronpaulcoin,0,,0 ,1.52M / 2.1M (72.5%),109 RPC
TILTCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/tiltcoin,https://github.com/tiltcoinio/tilt,1,,0 ,11.43B,?
BunkerCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/bunkercoin,https://github.com/bunkercoin-project/bunkercoin,1,,0 ,0,?
TuboPay,ASIC - Scrypt,false,https://miningpoolstats.stream/tubopay,https://github.com/TuboPay/TUBOPAY-v1.0.1,3,,0 ,5.46M,?
PapiCoin,ASIC - Scrypt,true,https://miningpoolstats.stream/papicoin,https://github.com/PapicoinProject/Papicoin,1,,0 ,47.7M,?
Reflect,ASIC - Scrypt,true,https://miningpoolstats.stream/reflect,https://github.com/Reetreflect/reet,4,,0 ,1.26M,?
